B_COUNTRY_ALPHA,Mean_Q71,Mean_Q69,Mean_Q3,Mean_Q37,Mean_Q39,Mean_Q58,Mean_Q239,Mean_Q176,Mean_Q46,Mean_Q164,Mean_Q170,Mean_Q62,Mean_Q63,Mean_Q110,Mean_Q66,Mean_Q41,Mean_Q112,Mean_Q49,Mean_Q29,Mean_Q108,Mean_Q158,Mean_Q48,Mean_Q236,Mean_Q169,Mean_Q131,Mean_Q59,Mean_Q172,Mean_Q1,Mean_Q161,Mean_Q40,Mean_Q31,Mean_Q253,Mean_incomeWB,Mean_regionWB,Mean_Q33,Mean_Q6,Mean_Q235,Mean_Q171,Mean_GDPpercap1,Mean_Q159,Mean_Q61,Mean_Q130,Mean_Q254,Mean_Q121,Mean_Q60,Mean_Q34,Mean_Q4,Mean_Q2,Mean_Q50,Mean_Q240,Mean_Q109,Mean_Q47,Mean_Q5,Mean_Q252
MYS,2.4801223241590216,2.684250764525994,1.6238532110091743,3.482415902140673,3.9908256880733943,3.724006116207951,2.4717125382262997,6.239296636085627,3.0275229357798166,8.458715596330276,3.064984709480122,2.4839449541284404,2.1773700305810397,4.791284403669724,2.3425076452599387,3.4403669724770642,8.003058103975535,6.98776758409786,2.6857798165137616,5.259174311926605,7.563455657492355,7.1796636085626915,3.018348623853211,3.202599388379205,2.6123853211009176,2.8103975535168195,6.792813455657492,1.039755351681957,6.007645259938838,4.015290519877676,2.4166666666666665,2.6368501529051986,3.0,7.0,3.30045871559633,1.3814984709480123,2.8631498470948014,4.792813455657492,29525.58,7.5015290519877675,1.879204892966361,2.829510703363914,4.046636085626911,2.521406727828746,3.0122324159021407,4.415137614678899,2.463302752293578,1.7087155963302751,6.243119266055046,5.907492354740061,4.195718654434251,3.8103975535168195,1.5152905198776758,5.379969418960244
MDV,2.0554913294797688,2.7710982658959535,1.6670520231213872,3.5341040462427746,4.15606936416185,3.791907514450867,2.731791907514451,5.582658959537572,3.1502890173410405,9.907514450867051,3.9179190751445088,1.8208092485549132,2.046242774566474,3.3248554913294797,2.0335260115606935,3.300578034682081,9.305202312138729,7.290173410404624,2.5965317919075144,4.3329479768786126,7.8693641618497105,8.121387283236995,2.7283236994219653,3.907514450867052,3.005780346820809,2.899421965317919,7.558381502890174,1.0473988439306359,6.43121387283237,3.786127167630058,2.5005780346820807,2.6763005780346822,3.0,2.0,3.2323699421965317,1.0427745664739885,2.2369942196531793,5.232369942196532,19698.24,8.178034682080925,1.6670520231213872,2.7803468208092488,4.583815028901734,2.5965317919075144,3.0104046242774567,4.492485549132948,3.3202312138728325,1.6034682080924856,7.03121387283237,6.0127167630057805,3.9745664739884394,3.7710982658959535,1.4277456647398843,3.990751445086705
MEX,1.6829787234042553,1.8177304964539007,1.5851063829787233,2.904255319148936,4.0177304964539005,3.6425531914893616,2.229078014184397,4.999290780141844,3.517730496453901,8.60354609929078,2.2581560283687945,2.046808510638298,1.850354609929078,4.254609929078014,2.00709219858156,3.7680851063829786,8.800709219858156,8.133333333333333,2.0531914893617023,5.045390070921986,6.9198581560283685,8.151063829787233,3.0375886524822695,2.3368794326241136,2.5808510638297872,2.5099290780141845,5.931205673758865,1.0361702127659576,6.3382978723404255,3.905673758865248,1.9269503546099291,2.319858156028369,3.0,5.0,2.6893617021276595,1.8609929078014185,2.8595744680851065,4.568085106382979,20410.71,7.51063829787234,1.623404255319149,2.367375886524823,4.619858156028369,2.9921985815602836,2.382978723404255,3.3631205673758866,2.8205673758865246,1.8851063829787233,6.825531914893617,5.659574468085107,4.337588652482269,3.8907801418439716,1.3368794326241136,4.480141843971631
MNG,2.311418685121107,2.5155709342560555,1.8567474048442907,3.490657439446367,3.615916955017301,3.699653979238754,2.071280276816609,5.204844290657439,2.8608996539792386,5.547404844290657,2.109342560553633,2.0782006920415226,1.997923875432526,4.770242214532872,2.3467128027681663,3.3847750865051904,7.597923875432526,6.422145328719723,2.483044982698962,6.31280276816609,6.975086505190311,6.3439446366782,2.8726643598615915,2.1972318339100347,2.786851211072664,2.956401384083045,3.397923875432526,1.289273356401384,5.7107266435986155,3.6006920415224912,2.310726643598616,2.3480968858131486,2.0,7.0,3.239446366782007,2.8069204152249134,2.9370242214532873,2.7529411764705882,12819.95,7.073356401384083,2.114186851211073,2.611764705882353,4.06159169550173,2.704498269896194,2.930795847750865,3.8664359861591695,2.4339100346020763,1.6885813148788926,6.2083044982698965,6.180622837370242,4.88719723183391,3.6089965397923875,1.728719723183391,5.706574394463668
MAR,1.9825,2.5025,1.8925,3.4091666666666667,4.1525,3.5775,2.5216666666666665,6.283333333333333,2.9433333333333334,8.9825,3.4833333333333334,2.0933333333333333,2.089166666666667,4.224166666666667,2.0725,3.6375,7.703333333333333,6.681666666666667,2.4758333333333336,4.8116666666666665,8.2525,6.8116666666666665,2.7616666666666667,3.4758333333333336,3.006666666666667,2.674166666666667,6.9383333333333335,1.1233333333333333,5.371666666666667,3.8975,2.3633333333333333,2.4941666666666666,2.0,4.0,3.4191666666666665,1.1258333333333332,2.6283333333333334,4.903333333333333,7826.17,7.671666666666667,2.03,2.28,4.3175,2.8641666666666667,2.7241666666666666,3.9658333333333333,2.3925,1.7708333333333333,6.238333333333333,5.793333333333333,3.6041666666666665,3.6341666666666668,1.2233333333333334,5.125
NLD,2.219178082191781,2.875,1.476027397260274,1.5839041095890412,2.9366438356164384,3.7945205479452055,1.2123287671232876,5.436643835616438,3.2277397260273974,3.5702054794520546,1.5667808219178083,3.0205479452054793,3.011986301369863,4.681506849315069,2.3253424657534247,2.3613013698630136,5.993150684931507,7.513698630136986,1.5565068493150684,4.955479452054795,7.5256849315068495,7.2534246575342465,2.5017123287671232,1.4366438356164384,3.166095890410959,3.3065068493150687,2.8013698630136985,1.2619863013698631,3.816780821917808,3.280821917808219,1.5308219178082192,2.828767123287671,4.0,6.0,1.5616438356164384,3.2157534246575343,1.9743150684931507,2.066780821917808,59686.829999999994,7.238013698630137,2.7825342465753424,2.5924657534246576,3.9982876712328768,2.912671232876712,3.6472602739726026,2.712328767123288,2.5342465753424657,1.5171232876712328,7.4811643835616435,5.5,4.655821917808219,3.7654109589041096,1.9931506849315068,6.02054794520548
NZL,2.6040955631399316,3.218430034129693,1.5358361774744027,2.0819112627986347,3.0955631399317407,3.839590443686007,1.1399317406143346,4.187713310580205,3.3071672354948807,4.279863481228669,1.4948805460750854,2.887372013651877,2.931740614334471,3.78839590443686,2.156996587030717,2.5665529010238908,5.023890784982935,7.6689419795221845,1.5870307167235496,5.890784982935154,7.136518771331058,7.815699658703072,2.279863481228669,1.5563139931740615,3.2866894197952217,3.044368600682594,3.174061433447099,1.0955631399317407,3.7679180887372015,3.3208191126279862,1.6040955631399318,3.36518771331058,4.0,7.0,1.6040955631399318,3.098976109215017,1.5119453924914676,2.2013651877133107,43952.55,6.914675767918089,2.6177474402730376,2.361774744027304,4.440273037542662,3.9419795221843,3.539249146757679,3.0273037542662116,2.385665529010239,1.47098976109215,7.112627986348123,5.351535836177474,3.1296928327645053,4.068259385665529,1.9624573378839592,5.7542662116040955
NIC,2.1953488372093024,2.145348837209302,1.663953488372093,3.41046511627907,3.6953488372093024,3.417441860465116,2.3453488372093023,5.35,3.3453488372093023,9.469767441860466,2.5988372093023258,2.1546511627906977,1.7337209302325582,5.17906976744186,1.972093023255814,3.7267441860465116,7.616279069767442,7.946511627906977,2.2627906976744185,6.440697674418605,6.655813953488372,7.923255813953489,2.9465116279069767,2.796511627906977,3.0593023255813954,2.2372093023255815,6.217441860465116,1.2267441860465116,6.476744186046512,3.9976744186046513,2.188372093023256,2.3232558139534882,2.0,5.0,2.6,1.533720930232558,2.7523255813953487,4.369767441860465,5631.2,7.4186046511627906,1.6034883720930233,2.374418604651163,4.801162790697674,2.594186046511628,2.6372093023255814,3.597674418604651,2.625581395348837,1.8941860465116278,6.6720930232558135,5.593023255813954,5.480232558139535,3.883720930232558,1.3093023255813954,5.234883720930233
NGA,2.3502590673575128,1.9823834196891192,1.3740932642487047,3.9316062176165802,4.35440414507772,3.4849740932642486,2.7139896373056995,6.014507772020726,3.1191709844559585,9.407253886010363,3.083937823834197,2.3181347150259066,2.094300518134715,4.50880829015544,2.6424870466321244,4.152331606217617,8.746113989637307,5.626943005181347,3.1699481865284973,3.671502590673575,7.981347150259067,6.789637305699482,2.835233160621762,3.506735751295337,2.8901554404145076,2.750259067357513,7.753367875647668,1.0155440414507773,5.678756476683938,4.302590673575129,2.9025906735751295,2.3139896373056996,2.0,1.0,3.481865284974093,1.077720207253886,2.6538860103626942,6.252849740932643,5348.34,7.803108808290156,1.9979274611398963,2.355440414507772,4.570984455958549,3.844559585492228,2.7181347150259065,3.700518134715026,2.2093264248704663,1.4849740932642488,4.838341968911917,5.984455958549223,3.567875647668394,4.203108808290155,1.1564766839378238,4.306735751295337
PER,1.5936395759717314,1.9799764428739695,1.8645465253239104,2.9623085983510014,3.959952885747939,3.6124852767962308,2.4287396937573615,6.282685512367491,3.2025912838633688,9.094228504122498,2.315665488810365,1.938751472320377,1.6737338044758538,3.5100117785630154,2.004711425206125,3.700824499411072,9.478209658421672,7.760895170789164,1.982332155477032,5.219081272084805,6.697290930506478,7.7644287396937575,2.7750294464075385,2.5665488810365136,2.1389870435806833,2.1095406360424027,5.64075382803298,1.1307420494699647,6.422850412249706,3.943462897526502,1.9305064782096584,2.034157832744405,3.0,5.0,2.573616018845701,1.8421672555948174,2.7868080094228502,4.421672555948175,13380.36,6.963486454652532,1.5453474676089518,2.76678445229682,4.658421672555948,3.2461719670200235,2.2449941107184923,3.9481743227326267,2.7891637220259127,2.341578327444052,6.480565371024735,6.062426383981155,3.442873969375736,3.6713780918727914,1.3451118963486455,3.8421672555948176
PHL,3.1184995737425405,3.1202046035805626,2.3333333333333335,3.991474850809889,3.2506393861892584,3.8081841432225065,2.6717817561807333,5.713554987212277,3.4177323103154307,9.420289855072463,2.78772378516624,2.316283034953112,2.0767263427109977,3.792838874680307,2.8627450980392157,3.7681159420289854,6.751065643648764,7.358056265984655,2.692242114236999,5.926683716965047,6.8005115089514065,6.783461210571185,2.7280477408354646,2.7075873827791987,3.0187553282182438,2.8721227621483374,7.1184995737425405,1.0196078431372548,5.583972719522592,4.138959931798807,2.495311167945439,3.308610400682012,2.0,7.0,3.7152600170502983,1.155157715260017,2.9087809036658143,5.338448422847399,9277.37,6.910485933503836,2.024722932651321,2.8908780903665816,4.86615515771526,3.5711849957374255,2.9531116794543903,3.971867007672634,1.9565217391304348,1.722080136402387,6.293265132139813,6.639386189258312,4.298380221653879,3.549019607843137,1.0869565217391304,6.346973572037511
PRI,1.7052631578947368,2.487719298245614,1.4140350877192982,2.825730994152047,3.7964912280701753,3.5543859649122806,1.695906432748538,5.350877192982456,3.3964912280701753,9.371929824561404,1.7707602339181288,2.617543859649123,2.56140350877193,4.3543859649122805,2.112280701754386,2.8912280701754387,9.397660818713451,8.480701754385965,1.5777777777777777,6.246783625730994,6.776608187134503,8.454970760233918,2.72046783625731,2.3134502923976608,3.304093567251462,2.8514619883040937,6.8654970760233915,1.0725146198830409,6.773099415204678,3.9742690058479533,1.4760233918128656,2.2923976608187133,4.0,5.0,1.727485380116959,1.535672514619883,2.504093567251462,4.2,35948.19,7.607017543859649,1.856140350877193,2.111111111111111,4.795321637426901,3.4198830409356726,3.056140350877193,2.832748538011696,3.0292397660818713,1.768421052631579,7.215204678362573,5.326315789473684,3.8748538011695906,3.9064327485380117,1.4023391812865498,3.423391812865497
ROU,1.8597701149425288,2.5195402298850573,1.6942528735632183,3.3586206896551722,4.12183908045977,3.735632183908046,2.0482758620689654,5.852873563218391,2.995402298850575,8.650574712643678,2.2620689655172415,2.218390804597701,2.1333333333333333,2.995402298850575,2.1402298850574715,3.7057471264367816,8.475862068965517,7.2988505747126435,2.363218390804598,6.154022988505747,7.639080459770115,7.726436781609196,3.193103448275862,2.464367816091954,3.167816091954023,2.462068965517241,5.850574712643678,1.0804597701149425,5.308045977011494,3.8183908045977013,2.264367816091954,2.3448275862068964,4.0,6.0,3.1126436781609197,1.703448275862069,3.1816091954022987,4.570114942528735,32297.3,7.9126436781609195,1.7908045977011495,2.439080459770115,4.333333333333333,2.839080459770115,2.7057471264367816,3.9908045977011493,3.085057471264368,1.825287356321839,6.712643678160919,5.5425287356321835,2.9931034482758623,3.8229885057471265,1.7310344827586206,4.239080459770115
RUS,2.4388489208633093,2.3866906474820144,1.8381294964028776,3.2158273381294964,3.568345323741007,3.776978417266187,1.9838129496402879,5.2140287769784175,3.012589928057554,6.0647482014388485,2.347122302158273,2.214028776978417,2.2158273381294964,4.875899280575539,2.147482014388489,3.035971223021583,7.494604316546763,6.739208633093525,2.6402877697841727,5.086330935251799,7.374100719424461,6.944244604316546,2.4154676258992804,2.214028776978417,2.7697841726618706,2.79136690647482,3.7050359712230216,1.210431654676259,5.868705035971223,3.278776978417266,2.58273381294964,2.8075539568345325,3.0,6.0,3.053956834532374,2.577338129496403,2.591726618705036,2.9928057553956835,29181.36,7.640287769784172,2.0053956834532376,2.7517985611510793,4.267985611510792,2.9658273381294964,2.897482014388489,3.9046762589928057,2.6654676258992804,1.7068345323741008,5.8147482014388485,6.06294964028777,4.4640287769784175,3.5989208633093526,1.9316546762589928,5.41726618705036
SRB,1.9019033674963397,2.232796486090776,1.6500732064421668,3.2972181551976574,3.5783308931185944,3.847730600292826,1.8462664714494876,6.1405563689604685,2.953147877013177,6.506588579795022,2.279648609077599,2.316251830161054,2.323572474377745,5.682284040995608,1.7789165446559296,3.3469985358711565,8.44216691068814,6.585651537335285,2.0907759882869694,3.945827232796486,7.238653001464129,6.597364568081991,3.1420204978038067,2.0248901903367496,2.9165446559297217,2.7994143484626646,4.133235724743778,1.055636896046852,5.6149341142020495,3.629575402635432,1.9648609077598829,2.568081991215227,3.0,6.0,2.3045387994143485,2.3718887262079065,2.4538799414348462,3.333821376281113,18989.04,7.560761346998536,2.0029282576866763,2.486090775988287,4.166910688140557,2.3733528550512446,2.994143484626647,4.281112737920937,3.0834553440702783,1.4289897510980967,5.128843338213763,4.931185944363104,3.568081991215227,3.5841874084919474,1.7657393850658858,4.491947291361639
SGP,2.993050729673384,3.113273106323836,1.8519805420430855,3.3099374565670603,3.7011813759555245,3.747046560111188,1.5886031966643503,5.834607366226546,3.1494093120222377,6.696316886726894,2.0785267546907575,2.490618485059069,2.383599722029187,4.485059068797776,2.572619874913134,2.9798471160528144,3.527449617790132,7.1348158443363445,2.2209867963863794,5.139680333564976,7.560111188325226,6.96455872133426,2.366921473245309,2.3141070187630297,3.2814454482279363,2.8262682418346072,5.152189020152884,1.0820013898540652,5.563585823488534,3.6914523974982627,2.0660180681028493,3.006949270326616,4.0,7.0,2.6448922863099376,2.1139680333564974,2.1091035441278665,3.941626129256428,101375.77999999998,7.507991660875608,1.9881862404447532,2.8082001389854065,4.258512856150104,3.3384294649061848,3.091035441278666,4.09312022237665,2.51772063933287,1.6949270326615706,6.64141765114663,5.018068102849201,3.8255733148019457,3.896455872133426,1.826963168867269,6.825573314801946
SVK,1.8774373259052926,2.5362116991643453,1.6086350974930361,2.9442896935933147,4.204735376044568,3.6894150417827296,1.8788300835654597,5.795264623955432,2.8077994428969357,6.29108635097493,2.4526462395543174,2.3259052924791086,2.2493036211699162,5.5974930362116995,2.1740947075208914,3.4526462395543174,7.612813370473537,7.075208913649025,2.501392757660167,5.0334261838440115,7.135097493036212,7.186629526462395,2.8272980501392757,2.243732590529248,2.895543175487465,3.011142061281337,4.484679665738161,1.149025069637883,6.52924791086351,3.747910863509749,2.413649025069638,2.5807799442896937,4.0,6.0,3.104456824512535,2.5,1.958217270194986,3.722841225626741,34177.95,7.338440111420613,2.1406685236768803,2.715877437325905,4.229805013927576,2.683844011142061,3.0041782729805013,4.337047353760446,2.9958217270194987,1.5348189415041782,6.1685236768802225,5.664345403899722,4.119777158774373,3.639275766016713,1.9317548746518105,4.8175487465181055
ZWE,2.4537037037037037,2.506172839506173,1.8425925925925926,4.049382716049383,3.711934156378601,3.710905349794239,2.3497942386831276,7.172839506172839,2.564814814814815,9.83230452674897,2.4012345679012346,2.5041152263374484,2.1862139917695473,2.519547325102881,2.126543209876543,4.055555555555555,8.518518518518519,5.016460905349795,2.425925925925926,3.802469135802469,8.196502057613168,7.3940329218107,2.888888888888889,3.1903292181069958,2.8415637860082303,2.763374485596708,7.228395061728395,1.0390946502057614,5.593621399176954,4.147119341563786,2.1862139917695473,2.1152263374485596,2.0,1.0,3.0236625514403292,1.1419753086419753,2.27880658436214,5.650205761316872,2953.48,8.137860082304528,1.875514403292181,2.4886831275720165,4.410493827160494,2.6728395061728394,2.757201646090535,4.04320987654321,2.315843621399177,1.9207818930041152,3.6131687242798356,5.403292181069959,4.203703703703703,3.2613168724279835,1.131687242798354,3.5051440329218106
TJK,3.452777777777778,3.2092592592592593,2.1638888888888888,4.391666666666667,4.359259259259259,3.946296296296296,2.3555555555555556,5.417592592592593,3.571296296296296,9.025,3.164814814814815,1.5888888888888888,1.723148148148148,5.87962962962963,2.8074074074074074,4.25,5.572222222222222,7.991666666666666,3.0314814814814817,5.311111111111111,8.237037037037037,7.555555555555555,2.664814814814815,3.0175925925925924,3.737037037037037,3.0166666666666666,6.049074074074074,1.0425925925925925,4.273148148148148,4.575,2.8787037037037035,3.3092592592592593,1.0,6.0,3.64537037037037,1.4768518518518519,3.051851851851852,3.7712962962962964,3519.82,8.424074074074074,1.5805555555555555,2.4203703703703705,4.7518518518518515,3.187037037037037,2.7527777777777778,4.3314814814814815,2.335185185185185,1.5907407407407408,7.124074074074074,7.582407407407407,4.354629629629629,3.963888888888889,1.5601851851851851,8.183333333333334
THA,2.653576437587658,2.635343618513324,2.015427769985975,3.2692847124824684,3.55960729312763,3.8190743338008417,2.661991584852735,5.737727910238429,3.14726507713885,5.2187938288920055,2.447405329593268,2.4025245441795233,2.3015427769985974,5.506311360448808,2.6423562412342214,3.570827489481066,6.678821879382889,6.38288920056101,2.524544179523142,5.270687237026648,5.963534361851332,6.026647966339411,3.0364656381486674,2.377279102384292,3.0042075736325384,3.085553997194951,4.611500701262272,1.1164095371669005,5.2468443197755965,3.6255259467040672,2.475455820476858,3.0575035063113605,3.0,7.0,2.899018232819074,1.8148667601683028,3.460028050490884,4.107994389901823,19228.29,5.67741935483871,2.211781206171108,2.4165497896213184,4.650771388499299,2.4782608695652173,3.035063113604488,3.833099579242637,2.2201963534361853,1.7517531556802244,6.148667601683029,5.938288920056101,5.5231416549789625,3.9691444600280503,1.5610098176718092,5.598877980364656
TUN,1.625782227784731,2.490613266583229,1.737171464330413,4.083854818523154,4.256570713391739,3.6270337922403004,1.9874843554443054,7.977471839799749,2.923654568210263,7.758448060075094,3.3667083854818523,2.108886107634543,2.091364205256571,3.528160200250313,2.056320400500626,4.25531914893617,7.949937421777221,5.4317897371714645,2.7734668335419275,3.642052565707134,7.425531914893617,6.067584480600751,2.341677096370463,3.6871088861076347,3.3667083854818523,2.7872340425531914,6.593241551939925,1.037546933667084,5.480600750938673,4.516896120150188,2.5081351689612017,2.469336670838548,2.0,4.0,3.8773466833541925,1.1226533166458073,1.9949937421777222,4.152690863579474,11201.34,6.667083854818523,2.0525657071339176,2.4430538172715894,4.48685857321652,2.585732165206508,2.76720901126408,4.565707133917397,2.6658322903629537,1.7471839799749687,4.640801001251565,5.9411764705882355,3.0087609511889863,3.5106382978723403,1.2352941176470589,3.8648310387984983
TUR,2.869209809264305,3.1798365122615806,1.5708446866485013,3.3998637602179835,3.8685286103542236,3.7731607629427795,2.1614441416893735,5.166893732970027,3.094686648501362,7.997956403269755,3.1607629427792916,2.1185286103542236,2.093324250681199,5.275885558583107,2.4107629427792916,3.3848773841961854,6.4216621253406,6.552452316076295,2.5470027247956404,4.758174386920981,7.420299727520436,6.7690735694822886,2.5653950953678475,2.981607629427793,2.869209809264305,3.0129427792915533,6.320844686648502,1.1205722070844686,5.32425068119891,3.747275204359673,2.4700272479564034,2.6920980926430516,3.0,6.0,3.369891008174387,1.6028610354223434,2.5115803814713895,4.224114441416893,27875.190000000002,7.5572207084468666,1.9822888283378746,2.871934604904632,4.459809264305177,2.165531335149864,2.7486376021798367,3.741144414168937,2.337874659400545,1.4461852861035422,5.919618528610354,6.277929155313352,4.63283378746594,3.8848773841961854,1.7745231607629428,6.1846049046321525
UKR,2.076555023923445,2.2966507177033493,1.923444976076555,3.0095693779904304,3.569377990430622,3.588516746411483,2.110047846889952,5.277511961722488,3.0430622009569377,6.177033492822966,2.38755980861244,2.425837320574163,2.511961722488038,5.535885167464115,2.215311004784689,3.1770334928229667,7.904306220095694,6.138755980861244,2.5023923444976077,5.0669856459330145,7.30622009569378,6.435406698564593,2.4401913875598087,2.2392344497607657,2.8421052631578947,2.7799043062200957,4.148325358851674,1.2105263157894737,5.358851674641149,3.172248803827751,2.4976076555023923,2.583732057416268,2.0,6.0,2.9425837320574164,2.339712918660287,2.6363636363636362,3.8803827751196174,13341.21,7.411483253588517,2.1626794258373208,2.526315789473684,4.138755980861244,2.8995215311004783,2.784688995215311,3.617224880382775,2.598086124401914,1.799043062200957,5.440191387559809,5.84688995215311,4.832535885167464,3.588516746411483,1.8229665071770336,4.856459330143541
GBR,1.987101669195751,2.8080424886191198,1.594081942336874,2.082701062215478,2.9916540212443095,3.774658573596358,1.3239757207890743,5.130500758725342,3.2283763277693476,4.656297420333839,1.562215477996965,3.011380880121396,3.0174506828528074,4.576631259484067,1.8581183611532626,2.419575113808801,6.952959028831563,7.401365705614568,1.6358118361153262,4.881638846737481,6.998482549317147,7.3649468892261005,2.5569044006069803,1.7890743550834598,3.0622154779969653,3.0591805766312596,3.2587253414264037,1.090288315629742,3.928679817905918,3.4871016691957513,1.5462822458270107,2.943854324734446,4.0,6.0,1.6487101669195752,2.784522003034901,1.839908952959029,2.501517450682853,48709.7,6.998482549317147,2.4855842185128982,2.194992412746586,3.899848254931715,3.7268588770864945,3.4878603945371776,2.5773899848254933,2.355083459787557,1.4104704097116845,6.75113808801214,5.011380880121396,3.84597875569044,3.8088012139605465,2.0591805766312596,5.015933232169955
USA,2.058796924468566,2.8168249660786975,1.7277250113071008,2.3383084577114426,3.2826775214834916,3.545002261420172,1.624604251469923,5.452284034373586,3.1099050203527816,6.665762098597919,1.7336047037539575,2.7761194029850746,2.7851650836725463,3.757575757575758,2.1216644052464946,2.723202170963365,7.864767073722297,7.213478064224333,1.848032564450475,5.5499773857982815,7.306196291270918,7.723202170963365,2.510628674807779,2.1085481682496607,2.7390321121664405,2.750791497060154,4.923563998190864,1.1374943464495704,4.040705563093622,3.565355042966983,1.7489823609226594,2.648575305291723,4.0,3.0,2.2419719583898687,2.314789687924016,2.0628674807779284,3.344640434192673,65280.67999999999,7.189507010402533,2.223428312980552,2.329715061058345,4.0954319312528265,3.3989145183175036,3.196291270918137,3.098145635459068,2.3573043871551334,1.6417910447761195,6.045228403437359,5.1605608322026235,3.1628222523744913,3.907281772953415,1.8584350972410675,4.344188150158299
URY,2.4121475054229933,2.7960954446854664,1.5509761388286334,2.301518438177874,3.2624728850325377,3.6182212581344904,1.668112798264642,5.557483731019523,3.336225596529284,6.1475054229934925,1.9392624728850325,2.405639913232104,2.477223427331887,5.227765726681128,2.065075921908894,2.9783080260303687,7.670281995661605,8.013015184381779,1.8091106290672452,5.258134490238612,7.049891540130152,8.188720173535792,2.6377440347071586,1.9718004338394794,2.843817787418655,2.663774403470716,3.579175704989154,1.086767895878525,4.802603036876356,3.370932754880694,1.7527114967462039,2.9219088937093276,4.0,5.0,1.9154013015184381,2.859002169197397,2.353579175704989,2.017353579175705,22454.66,7.507592190889371,1.9023861171366594,1.997830802603037,4.561822125813449,3.4425162689804774,3.015184381778742,3.1279826464208242,2.58351409978308,1.6637744034707158,6.746203904555315,4.92407809110629,4.316702819956616,4.030368763557484,1.3882863340563991,5.980477223427332
NIR,1.8070866141732282,2.751968503937008,1.669291338582677,2.2755905511811023,3.188976377952756,3.826771653543307,1.3661417322834646,5.271653543307087,3.3503937007874014,6.275590551181103,1.7007874015748032,3.015748031496063,2.9488188976377954,4.208661417322834,1.811023622047244,2.3976377952755907,7.78740157480315,7.488188976377953,1.6181102362204725,4.68503937007874,6.6141732283464565,7.456692913385827,2.6141732283464565,2.0236220472440944,3.106299212598425,3.125984251968504,4.511811023622047,1.0669291338582678,4.2362204724409445,3.590551181102362,1.5669291338582678,2.795275590551181,,,1.6771653543307086,2.354330708661417,1.8543307086614174,3.5,,6.84251968503937,2.4488188976377954,2.232283464566929,2.9960629921259843,3.574803149606299,3.452755905511811,2.716535433070866,2.4763779527559056,1.405511811023622,6.964566929133858,5.031496062992126,3.52755905511811,3.84251968503937,1.9960629921259843,3.3070866141732282
